5001,1001,7,Atlanta,01-FEB-2004
5002,1001,7,Chicago,01-FEB-2004
5003,1001,7,Orlando,01-FEB-2004
5004,1002,7,Atlanta,01-FEB-2004
5005,1002,7,Chicago,01-FEB-2004
5006,1002,7,Orlando,01-FEB-2004
5007,1003,7,Atlanta,01-FEB-2004
5008,1003,7,Chicago,01-FEB-2004
5009,1003,7,Orlando,01-FEB-2004
5010,1004,7,Atlanta,01-FEB-2004
5011,1004,7,Chicago,01-FEB-2004
5012,1004,7,Orlando,01-FEB-2004
5013,1005,7,Atlanta,01-FEB-2004
5014,1005,7,Chicago,01-FEB-2004
5015,1005,7,Orlando,01-FEB-2004
5016,1006,7,Atlanta,01-FEB-2004
5017,1006,7,Chicago,01-FEB-2004
5018,1006,7,Orlando,01-FEB-2004
5019,1007,7,Chicago,01-FEB-2004
5020,1007,7,Orlando,01-FEB-2004
5021,1007,7,Atlanta,01-FEB-2004
5022,1008,7,Chicago,01-FEB-2004
5023,1008,7,Orlando,01-FEB-2004
5024,1008,7,Atlanta,01-FEB-2004
5025,1009,7,Chicago,01-FEB-2004
5026,1009,7,Orlando,01-FEB-2004
5027,1009,7,Atlanta,01-FEB-2004
5028,1010,7,Chicago,01-FEB-2004
5029,1010,7,Orlando,01-FEB-2004
5030,1010,7,Atlanta,01-FEB-2004
5031,1010,7,Chicago,01-FEB-2004
5032,1011,7,Orlando,01-FEB-2004
5033,1011,7,Atlanta,01-FEB-2004
5034,1012,7,Chicago,01-FEB-2004
5035,1012,7,Orlando,01-FEB-2004
5036,1012,7,Atlanta,01-FEB-2004
5037,1013,7,Chicago,01-FEB-2004
5038,1013,7,Orlando,01-FEB-2004
5039,1014,7,Atlanta,01-FEB-2004
5040,1014,7,Chicago,01-FEB-2004
5041,1015,7,Atlanta,01-FEB-2004
5042,1015,7,Chicago,01-FEB-2004
5043,1015,7,Orlando,01-FEB-2004
5044,1016,7,Atlanta,01-FEB-2004
5045,1016,7,Chicago,01-FEB-2004
5046,1016,7,Orlando,01-FEB-2004
5047,1017,7,Atlanta,01-FEB-2004
5048,1017,7,Chicago,01-FEB-2004
5049,1017,7,Orlando,01-FEB-2004
5050,1018,7,Atlanta,01-FEB-2004
5051,1018,7,Chicago,01-FEB-2004
5052,1018,7,Orlando,01-FEB-2004
5053,1019,7,Atlanta,01-FEB-2004
5054,1019,7,Chicago,01-FEB-2004
5055,1019,7,Orlando,01-FEB-2004
5056,1020,7,Atlanta,01-FEB-2004
5057,1020,7,Chicago,01-FEB-2004
5058,1020,7,Orlando,01-FEB-2004
5059,1021,7,Chicago,01-FEB-2004
5060,1021,7,Orlando,01-FEB-2004
5061,1021,7,Atlanta,01-FEB-2004
5062,1022,7,Chicago,01-FEB-2004
5063,1022,7,Orlando,01-FEB-2004
5064,1022,7,Atlanta,01-FEB-2004
5065,1023,7,Chicago,01-FEB-2004
5066,1023,7,Orlando,01-FEB-2004
5067,1023,7,Atlanta,01-FEB-2004
5068,1024,7,Chicago,01-FEB-2004
5069,1024,7,Orlando,01-FEB-2004
5070,1024,7,Atlanta,01-FEB-2004
5071,1025,7,Chicago,01-FEB-2004
5072,1025,7,Orlando,01-FEB-2004
5073,1025,7,Atlanta,01-FEB-2004
5074,1026,7,Chicago,01-FEB-2004
5075,1026,7,Orlando,01-FEB-2004
5076,1026,7,Atlanta,01-FEB-2004
5077,1027,7,Chicago,01-FEB-2004
5078,1027,7,Orlando,01-FEB-2004
5079,1027,7,Atlanta,01-FEB-2004
5080,1028,7,Chicago,01-FEB-2004
5081,1029,7,Orlando,01-FEB-2004
5082,1029,7,Atlanta,01-FEB-2004
5083,1030,7,Chicago,01-FEB-2004
